Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/currency?code=BRL,173742,0,8000.0,21072.888530271975,125.03620004281402,1736786.744800047,37.41271540560141,97.35991625096314,0.0,8000,9200,9800,10000,11000,12000,24000,577000,1607000,1727000,1737000
GET,/currency?code=BTC,171405,0,7000.0,6953.958211554502,265.027999994345,13462.985399994068,39.0,96.0503300583413,0.0,7000,7800,8200,8600,9500,11000,11000,12000,12000,13000,13000
GET,/currency?code=ETH,172125,0,7400.0,7444.283890167753,258.24049999937415,13524.172100005671,39.83759477124183,96.45379692128,0.0,7400,8500,9200,9600,11000,12000,12000,13000,13000,14000,14000
GET,/currency?code=EUR,171597,0,7100.0,6975.3903592638135,254.72039997112006,13522.948099998757,37.85793457927586,96.15792122179163,0.0,7100,8100,8600,8900,9600,10000,11000,12000,13000,13000,14000
GET,/currency?code=USD,173481,0,7100.0,6939.369937527979,75.09469997603446,12826.053700060584,23.0,97.21365951314786,0.0,7100,7800,8300,8500,9100,9700,10000,11000,12000,13000,13000
,Aggregated,862350,0,7300.0,9897.76919636333,75.09469997603446,1736786.744800047,35.40137067316055,483.2356239655239,0.0,7300,8200,8700,9100,10000,11000,12000,13000,1102000,1676000,1737000
